BHK,type,ownership,bathroom,balcony,city,location,Rate_per_sqft,bedroom,total_area,Price,status,transaction,facing
3,Flat,Leasehold,3,3,Faridabad,New Industrial Township 3,9538,3,1205.703502,11500000,Ready to Move,Resale,North
3,Flat,Freehold,3,4,Delhi,Vinoba Puri,4235,3,3589.138135,15200000,Ready to Move,Resale,East
3,Flat,Freehold,3,5,Gurgaon,Progressive Apartment,30357,3,362.3546464,11000000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,1,Noida,Panchsheel Greens,5238,3,1336.387934,7000000,Ready to Move,Resale,South - East
4,Flat,Freehold,4,1,Delhi,Rajendra Place,8146,4,10434.56911,85000000,Ready to Move,New Property,North - East
3,Flat,Freehold,2,2,Ghaziabad,Vasundhara Sector 2B,11546,3,476.3554478,5500000,Ready to Move,New Property,East
1,Flat,,2,1,Delhi,DDA Lig Flats,20333,1,427.8758668,8700000,Ready to Move,Resale,North
3,Flat,,3,NA,Faridabad,IFCI Park View Apartments,NA,3,NA,7500000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Mansarovar garden,NA,3,NA,12500000,Ready to Move,Resale,
4,Flat,Freehold,5,3,Delhi,Chittaranjan Park,21111,4,2250.011842,47500000,Ready to Move,New Property,North - East
3,Flat,Freehold,3,2,Delhi,Gulmohar Enclave,3125,3,8480,26500000,Ready to Move,Resale,North - East
4,Flat,Leasehold,4,3,Gurgaon,Ireo Victory Valley,8667,4,5192.107996,45000000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,3,Ghaziabad,Orange County,15244,2,767.5150879,11700000,Ready to Move,Resale,South - East
3,Flat,Freehold,3,2,Noida,Godrej Woods,8073,3,2898.550725,23400000,Poss. by May '26,New Property,East
2,Flat,Freehold,2,3,Gurgaon,Vatika Emilia floors,7193,2,1042.680384,7500000,Ready to Move,Resale,North - West
4,Flat,Power Of Attorney,4,3,Gurgaon,South City,6739,4,4822.673987,32500000,Ready to Move,Resale,South
3,Flat,Freehold,2,2,Gurgaon,Sector 95,18750,3,613.3333333,11500000,Poss. by Aug '24,New Property,North
2,Flat,Freehold,2,1,Gurgaon,Signature The Roselia,5000,2,800,4000000,Ready to Move,Resale,East
3,Flat,Power Of Attorney,2,2,Noida,Noida,3806,3,1313.715187,5000000,Ready to Move,Resale,North - East
2,Flat,Freehold,4,2,Faridabad,SRS Pearl Heights,6818,2,680.5514814,4640000,Ready to Move,Resale,North - East
4,Flat,Leasehold,2,2,Delhi,Vip Garden,3882,4,5795.981453,22500000,Ready to Move,Resale,North - East
2,Flat,Freehold,3,4,Ghaziabad,Gyan Khand 3,5590,2,590.3398927,3300000,Ready to Move,Resale,East
3,Flat,Freehold,3,7,Delhi,Skyom Apartment,2000,3,3025,6050000,Ready to Move,New Property,North - East
3,Flat,,3,2,Delhi,East Of Kailash Block D,5926,3,6074.924063,36000000,Ready to Move,New Property,
3,Flat,,4,2,Delhi,Khyala,15487,3,258.281139,4000000,Ready to Move,Resale,
4,Flat,,5,2,Delhi,Sainik Farm New Delhi,38889,4,1349.996143,52500000,Ready to Move,Resale,
2,Flat,,4,NA,Ghaziabad,Niti Khand-Indirapuram,5417,2,830.7181097,4500000,Ready to Move,Resale,
4,Flat,,5,NA,Delhi,Kirti Nagar New Delhi,7419,4,18870.46772,140000000,Ready to Move,Resale,
6,Flat,,2,NA,Noida,Golf Gardenia,10838,6,1799.224949,19500000,Ready to Move,Resale,
3,Flat,,2,NA,Noida,RWA Sector 122,4000,3,8750,35000000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Paramount Emotions,NA,2,NA,6000000,Ready to Move,New Property,
2,Flat,,NA,NA,Ghaziabad,Raj Nagar Extension,NA,2,NA,3800000,Ready to Move,New Property,
3,Flat,Freehold,3,2,Gurgaon,Sector 5,8095,3,2100.061767,17000000,Ready to Move,New Property,North - West
3,Flat,Leasehold,2,4,Noida,JM Florence,5180,3,1196.911197,6200000,Ready to Move,Resale,East
1,Flat,Freehold,1,2,Delhi,Rani Bagh,6652,1,450.9921828,3000000,Ready to Move,Resale,South
3,Flat,Leasehold,2,1,Noida,Fusion The Brook,5800,3,1350,7830000,Ready to Move,New Property,South - East
3,Flat,Power Of Attorney,2,2,Delhi,Shiva Enclave,4444,3,900.090009,4000000,Ready to Move,Resale,North - East
2,Flat,Leasehold,2,3,Delhi,Palam,3532,2,990.9399773,3500000,Ready to Move,New Property,North - East
2,Flat,Freehold,2,3,Noida,Wave Trucia,7747,2,1548.986705,12000000,Ready to Move,Resale,North - West
3,Flat,Freehold,2,2,Noida,Sigma 3 Greater Noida,9290,3,2152.85253,20000000,Ready to Move,Resale,East
3,Flat,Freehold,3,2,Ghaziabad,SG Shikhar Height,6450,3,1400,9030000,Ready to Move,New Property,North - East
4,Flat,Freehold,3,1,Delhi,Bank Vihar Apartments,17308,4,1299.976889,22500000,Ready to Move,Resale,North - East
4,Flat,Freehold,4,4,Delhi,West End,18000,4,4000,72000000,Ready to Move,Resale,South -West
3,Flat,Leasehold,3,4,Gurgaon,Suncity,13889,3,1799.9856,25000000,Poss. by Jun '25,New Property,North - East
3,Flat,Power Of Attorney,3,2,Ghaziabad,SPS Residency,5769,3,1300.052002,7500000,Ready to Move,Resale,
5,Flat,,5,1,Delhi,Rohini New Delhi,10588,5,1700.037779,18000000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,DDA Shanti Kunj Apartment,8710,3,1549.942595,13500000,Ready to Move,Resale,
,Flat,,2,NA,Gurgaon,Paragon Code 57,12397,1,1209.970154,15000000,Ready to Move,Resale,
4,Flat,,3,NA,Delhi,Chhattarpur,2500,4,2200,5500000,Ready to Move,Resale,
4,Flat,,3,NA,Delhi,Palm Green Apartment,10851,4,2350.013824,25500000,Ready to Move,Resale,
3,Flat,,2,NA,Noida,Paramount Golfforeste Premium Apartments,4100,3,1556.097561,6380000,Ready to Move,New Property,
4,Flat,,4,NA,Ghaziabad,Rajnagar Residency,7302,4,6299.643933,46000000,Ready to Move,New Property,
3,Flat,,3,NA,Gurgaon,New CRPF CGHS,4717,3,1589.99364,7500000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Supertech Capetown,6989,2,930.0329089,6500000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Shakti Khand 2,5200,2,1000,5200000,Ready to Move,Resale,
4,Flat,,4,NA,Noida,Irish Pearls,6500,4,1984.615385,12900000,,Resale,
3,Flat,,3,NA,Delhi,Model Town Phase 2,15556,3,1799.948573,28000000,,Resale,
3,Flat,,2,NA,Delhi,Build Wick Iconic Homes,5750,3,1200,6900000,,New Property,
3,Flat,Freehold,2,1,Ghaziabad,Vasundhara Sector 14,5556,3,1799.856012,10000000,Ready to Move,New Property,West
3,Flat,Freehold,2,1,Delhi,Jagriti Enclave,13099,3,855.0271013,11200000,Ready to Move,New Property,North
5,Flat,Leasehold,2,3,Delhi,Rani Bagh New Delhi,160000,5,250,40000000,Ready to Move,Resale,East
1,Flat,Leasehold,NA,2,Noida,Sector 52 RWA,16516,10,4837.733107,79900000,Ready to Move,Resale,North - West
1,Flat,Freehold,1,2,Noida,Sector 135,5419,1,775.0507474,4200000,Ready to Move,Resale,East
3,Flat,Freehold,3,3,Gurgaon,Hero Homes,9566,3,1358.97972,13000000,Poss. by Dec '24,Resale,North - East
2,Flat,Leasehold,2,5,Delhi,Vivek Vihar New Delhi,5503,2,944.9391241,5200000,Ready to Move,Resale,West
3,Flat,Freehold,2,2,Noida,ACE Golfshire,8657,3,1674.945131,14500000,Ready to Move,Resale,North - East
1,Flat,Freehold,2,4,Delhi,New Delhi,12222,1,450.008182,5500000,Ready to Move,Resale,North
2,Flat,Leasehold,1,1,Delhi,Rohini Sector 7,18750,2,800,15000000,Ready to Move,Resale,North
3,Flat,Freehold,3,5,Noida,ATS Le Grandiose,8261,3,2299.963685,19000000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,3,Delhi,DDA Azad Apartment,15920,3,1250,19900000,Ready to Move,Resale,East
3,Flat,Freehold,3,2,Faridabad,Ansal Royal Heritage,4022,3,1815.017404,7300000,Ready to Move,Resale,
2,Flat,Freehold,2,3,Delhi,Mehrauli,12500,2,800,10000000,Ready to Move,Resale,
3,Flat,,4,2,Noida,Wave Amore,10501,3,2133.130178,22400000,Ready to Move,Resale,
5,Flat,,5,NA,Delhi,Sundar Nagar,4889,5,40908.16118,200000000,Ready to Move,Resale,
3,Flat,,2,NA,Ghaziabad,NH 24,5581,3,985.486472,5500000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Panchsheel Greens,8460,2,709.2198582,6000000,Ready to Move,Resale,
4,Flat,,4,NA,Delhi,West End New Delhi,8889,4,29249.63438,260000000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,West Rohtash Nagar,7200,3,1222.222222,8800000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Dwarka Sector 3,6667,2,1079.946003,7200000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Shalimar City,9400,2,351.0638298,3300000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Amarpali Group,15000,3,600,9000000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Orchid Island,11000,4,2136.363636,23500000,Ready to Move,New Property,
2,Flat,,2,NA,Delhi,Malka Ganj,NA,2,NA,30000000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Ramesh Nagar,NA,2,NA,11000000,,New Property,
2,Flat,Freehold,2,1,Delhi,DDA Azad Apartment,18750,2,1200,22500000,Ready to Move,Resale,East
2,Flat,Leasehold,2,3,Noida,Ajnara Le Garden,4020,2,995.0248756,4000000,Ready to Move,Resale,South -West
8,Flat,Leasehold,6,2,Delhi,Vijay Enclave,125000,8,120,15000000,Ready to Move,Resale,North - East
1,Flat,Leasehold,3,3,Noida,Khora Colony,2736,10,2375.730994,6500000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,5,Noida,Aditya Urban Casa,6171,2,875.0607681,5400000,Ready to Move,Resale,West
3,Flat,Freehold,3,2,Noida,Neelkanth Apartments,5135,3,1850.048685,9500000,Ready to Move,Resale,East
4,Flat,Freehold,4,2,Noida,The Islands by Gaurs,11008,4,3679.142442,40500000,Poss. by Sep '25,New Property,North - West
3,Flat,Freehold,2,4,Faridabad,SRS Royal Hills Phase 1,5455,3,1099.908341,6000000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,1,Ghaziabad,Loni Road Ma Durga Puri,4971,1,523.0335949,2600000,Ready to Move,New Property,North - East
2,Flat,Freehold,2,2,Ghaziabad,Avantika Colony,3174,2,1149.968494,3650000,Ready to Move,New Property,North - West
2,Flat,Freehold,2,5,Ghaziabad,Vasundhara Sector 17,5902,2,914.9440868,5400000,Ready to Move,Resale,East
4,Flat,Leasehold,4,1,Faridabad,Omaxe The Forest SPA,6773,4,4163.590728,28200000,Ready to Move,Resale,East
3,Flat,Freehold,3,6,Faridabad,Sector 21A,11630,3,4815.133276,56000000,Ready to Move,Resale,North
4,Flat,Freehold,3,5,Ghaziabad,Judges Enclave,8663,4,923.4676209,8000000,Ready to Move,Resale,East
3,Flat,Leasehold,4,2,Gurgaon,JMD Gardens,7105,3,2463.054187,17500000,Ready to Move,Resale,North - East
4,Flat,Freehold,3,4,Ghaziabad,Saviour Park,6544,4,2062.958435,13500000,Ready to Move,Resale,East
1,Flat,Freehold,1,2,Noida,Pimpri Chinchwad,7906,1,455.3503668,3600000,Ready to Move,Resale,North - East
3,Flat,,2,3,Ghaziabad,Gaur Homes,13889,3,417.5966592,5800000,Ready to Move,Resale,
4,Flat,,4,2,Noida,Omaxe Forest Spa,21600,4,2777.777778,60000000,Ready to Move,Resale,
3,Flat,,2,2,Delhi,Gagan Vihar CGHS Ltd,8250,3,2060.606061,17000000,Ready to Move,New Property,
3,Flat,,3,NA,Noida,Vijayant Enclave,6799,3,2426.827475,16500000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Ramprastha The Rise,10904,3,1100.513573,12000000,Ready to Move,New Property,
3,Flat,,2,NA,Delhi,Daryaganj,18148,3,936.7423408,17000000,Ready to Move,Resale,
5,Flat,,5,NA,Delhi,Rohini sec 11 New Delhi,3000,5,16333.33333,49000000,Ready to Move,Resale,
3,Flat,,2,NA,Ghaziabad,Shalimar garden,NA,3,NA,4200000,,Resale,
2,Flat,Freehold,2,1,Delhi,Aggarwal Builder Floors,4091,2,549.987778,2250000,Ready to Move,Resale,North
1,Flat,Freehold,1,1,Delhi,Dilshad Colony,7361,1,360.005434,2650000,Ready to Move,Resale,East
3,Flat,Freehold,3,3,Gurgaon,Arihant Apartment,6700,3,2000,13400000,Ready to Move,Resale,North
3,Flat,Freehold,3,2,Delhi,RWA Greater Kailash 1,13835,3,1872.063607,25900000,Ready to Move,Resale,North
1,Flat,Freehold,1,2,Ghaziabad,GDA Block C,2778,1,719.9424046,2000000,Ready to Move,Resale,South
4,Flat,Freehold,4,2,Delhi,Khanpur Colony,20000,4,225,4500000,Ready to Move,Resale,North
2,Flat,Freehold,1,3,Delhi,Shahdara,4853,2,783.0208119,3800000,Ready to Move,Resale,East
1,Flat,Freehold,1,3,Noida,East Avenue,3750,1,400,1500000,Ready to Move,Resale,East
2,Flat,Freehold,2,1,Gurgaon,Sector 102,8743,2,915.0177285,8000000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,3,Delhi,Sultanpur New Delhi,21333,3,3750.058595,80000000,Ready to Move,Resale,
3,Flat,,3,2,Gurgaon,Park View Sanskruti,7783,3,2120.005139,16500000,Poss. by Jan '24,Resale,
2,Flat,,2,1,Noida,Ace Platinum,4783,2,1149.905917,5500000,Ready to Move,New Property,
1,Flat,,1,2,Delhi,DDA LIG Flats Rohini,10078,1,644.9692399,6500000,Ready to Move,New Property,
2,Flat,,2,1,Noida,Godrej Woods,15670,2,1052.967454,16500000,Ready to Move,Resale,
3,Flat,,3,3,Gurgaon,Orchid Island,10312,3,1600.07758,16500000,Ready to Move,Resale,
2,Flat,,2,1,Ghaziabad,Madhuban Bapudham,4013,2,1345.626713,5400000,Poss. by Aug '26,Resale,
1,Flat,,1,NA,Delhi,Lajpat Nagar 2,16667,1,449.9910002,7500000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Orchid IVY,10938,4,3199.853721,35000000,Ready to Move,New Property,
3,Flat,,3,NA,Noida,Panchsheel Greens Mart,5556,3,1349.892009,7500000,,Resale,
2,Flat,,1,NA,Delhi,St Nagar Burari,9000,2,722.2222222,6500000,,Resale,
2,Flat,,2,NA,Ghaziabad,Saya Gold Avenue,8464,2,1148.393195,9720000,,New Property,
2,Flat,,2,NA,Faridabad,Charmwood Village,NA,2,NA,7000000,,Resale,
1,Flat,Freehold,3,1,Delhi,Mohan Garden,12500,1,360,4500000,Ready to Move,Resale,South - East
3,Flat,Leasehold,3,4,Delhi,Asian Games Village Complex,27778,3,1979.98416,55000000,Ready to Move,Resale,North
5,Flat,Freehold,5,3,Gurgaon,DLF City Plot Phase 1,21077,5,6499.976277,137000000,Ready to Move,Resale,North - East
4,Flat,Freehold,2,3,Delhi,Rwa GK 1,14444,4,4500.138466,65000000,Ready to Move,New Property,North - East
4,Flat,Freehold,3,3,Gurgaon,Trehan Luxury Floors,7131,4,2341.887533,16700000,Ready to Move,New Property,East
3,Flat,Freehold,2,3,Noida,Noida Extension Noida,10833,3,1200.036924,13000000,Ready to Move,Resale,North - East
10,Flat,Freehold,NA,5,Delhi,New Friends Colony New Delhi,8400,10,29761.90476,250000000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,3,Delhi,Beri Wala Bagh-Hari Nagar,4308,1,974.9303621,4200000,Ready to Move,Resale,East
3,Flat,Freehold,4,1,Ghaziabad,Devika Apartments,11534,3,971.0421363,11200000,Ready to Move,Resale,East
4,Flat,Freehold,6,2,Noida,UGCC Burgundy,5473,4,8477.982825,46400000,Ready to Move,Resale,South - East
5,Flat,Leasehold,2,4,Delhi,Laxmi Nagar,15193,5,658.1978543,10000000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,2,Gurgaon,Emaar Digi Homes,12549,3,3107.817356,39000000,Ready to Move,New Property,North - East
4,Flat,,3,5,Gurgaon,Surbhi Apartment,8333,4,3840.153606,32000000,Ready to Move,Resale,North - East
7,Flat,,6,2,Noida,Sector 53 Block A,4519,7,7745.076344,35000000,Ready to Move,Resale,
3,Flat,,2,NA,Ghaziabad,Vaishnavi Kunj,11966,3,509.7777035,6100000,Ready to Move,Resale,
4,Flat,,3,NA,Delhi,Vivek Vihar Phase 1 New Delhi,28673,4,1220.660552,35000000,Ready to Move,Resale,
9,Flat,,9,NA,Noida,P block sector 12 Noida,3294,9,15179.11354,50000000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Shastri Nagar,3913,2,715.5635063,2800000,Ready to Move,New Property,
2,Flat,,2,NA,Ghaziabad,Highend Paradise,24074,2,134.5850295,3240000,Ready to Move,Resale,
4,Flat,,5,NA,Noida,Mahagun Manorialle,19097,4,4089.647589,78100000,,Resale,
2,Flat,Freehold,2,4,Delhi,Mandi,5294,2,850.0188893,4500000,Ready to Move,Resale,East
1,Flat,Freehold,1,NA,Delhi,Mayur Vihar,6667,1,404.979751,2700000,Ready to Move,Resale,North
4,Flat,Freehold,4,1,Gurgaon,The Orchard,16516,4,2119.157181,35000000,Poss. by Nov '24,Resale,North
10,Flat,Freehold,NA,2,Noida,Sector 92 Noida,4180,10,19138.75598,80000000,Ready to Move,Resale,North
3,Flat,Leasehold,1,2,Delhi,Mahendra Park,4706,3,956.2260943,4500000,Ready to Move,Resale,South -West
2,Flat,Freehold,2,4,Ghaziabad,Shalimar garden,2647,2,1511.144692,4000000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,1,Delhi,Aastha Kunj Apartments,7449,3,1745.200698,13000000,Ready to Move,New Property,East
3,Flat,Leasehold,3,3,Noida,Supertech ORB Noida,17647,3,1133.337111,20000000,Ready to Move,Resale,North
2,Flat,Freehold,2,2,Delhi,Nangloi Saiyed,5556,2,971.9222462,5400000,Ready to Move,Resale,East
4,Flat,Freehold,4,2,Faridabad,Sector 21C,17708,4,1411.791281,25000000,Ready to Move,New Property,
3,Flat,Freehold,2,1,Delhi,Laxmi Nagar,6968,3,717.5660161,5000000,Ready to Move,Resale,
4,Flat,Freehold,4,1,Gurgaon,Sushant Lok Builder Floors,4840,4,8780.991736,42500000,Ready to Move,New Property,
1,Flat,,1,4,Ghaziabad,Vaishali Sector 1,7434,1,273.0696798,2030000,Ready to Move,Resale,
,Flat,,1,3,Noida,Supertech North Eye,4053,1,1036.26943,4200000,Ready to Move,Resale,
2,Flat,,2,2,Faridabad,sai park Apartment sector 87,4875,2,943.5897436,4600000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Stellar Sigma Apartments,6468,3,1314.162028,8500000,Ready to Move,Resale,
1,Flat,,1,NA,Ghaziabad,Surya Heights,10889,1,179.0798053,1950000,Ready to Move,New Property,
2,Flat,,2,NA,Noida,Sethi Max Royal,9950,2,653.2663317,6500000,Ready to Move,Resale,
3,Flat,,4,NA,Noida,Royal Garden Estate,12346,3,1093.47157,13500000,Ready to Move,Other,
4,Flat,,3,NA,Gurgaon,Anant Raj Estate,4444,4,4477.947795,19900000,Ready to Move,New Property,
4,Flat,,4,NA,Delhi,Braham Puri,NA,4,NA,9500000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Luxury Builder Floors,NA,4,NA,40000000,Ready to Move,New Property,
2,Flat,,2,NA,Ghaziabad,Vasu Fortune Residency,NA,2,NA,4200000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Vikaspuri Extension Pocket A Part 1,NA,2,NA,9500000,Ready to Move,Resale,
6,Flat,Leasehold,6,4,Noida,Sector 33 Block C Noida,16258,6,3229.179481,52500000,Ready to Move,Resale,North - West
4,Flat,Freehold,5,3,Delhi,Chirag Enclave,44000,4,2500,110000000,Ready to Move,New Property,North
3,Flat,Freehold,3,2,Delhi,Green Park,19118,3,1699.968616,32500000,Ready to Move,Resale,North
3,Flat,Freehold,4,5,Gurgaon,Adani M2K Oyster Grande,10000,3,2600,26000000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,1,Ghaziabad,Skytech Evergreen Homes,3571,3,1400.16802,5000000,Ready to Move,Resale,East
3,Flat,Freehold,2,3,Delhi,Vigyan Vihar,18519,3,1619.957881,30000000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,6,Delhi,Shahabad Mohamad Pur,5556,1,449.9640029,2500000,Ready to Move,Resale,North - East
2,Flat,Leasehold,2,2,Delhi,Kalkaji,17273,2,503.6762577,8700000,Ready to Move,Resale,East
4,Flat,Freehold,3,3,Delhi,DDA Azad Apartment,4974,4,7639.726578,38000000,Ready to Move,Resale,South -West
7,Flat,Freehold,5,1,Noida,Sector 26 Noida,3264,7,23284.31373,76000000,Ready to Move,Resale,North - East
2,Flat,Freehold,1,1,Delhi,Vijay Park,21087,2,56.90709916,1200000,Ready to Move,Resale,North - East
4,Flat,Freehold,3,3,Delhi,Meenakshi Garden,5751,4,3912.363067,22500000,Ready to Move,Resale,
3,Flat,,3,2,Delhi,Vijay Park New Delhi,10000,3,1000,10000000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Delhi Gurgaon Expressway Gurgaon,2353,4,4249.893753,10000000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Vipul World,9722,3,1542.892409,15000000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Young Aheria Apartment,9851,3,1776.469394,17500000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Indiabulls Enigma,6020,4,5481.727575,33000000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Sector 73,6545,2,458.3651642,3000000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Tashee Capital Gateway,11111,4,1620.0162,18000000,Ready to Move,Resale,
3,Flat,,2,NA,Gurgaon,Sohna,3816,3,2358.490566,9000000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Malviya Nagar,NA,3,NA,15000000,Ready to Move,Resale,
2,Flat,,2,NA,Faridabad,Omaxe New Heights,NA,2,NA,4400000,Ready to Move,Resale,
2,Flat,Freehold,2,1,Delhi,Adarsh Nagar Extension,11667,2,899.9742864,10500000,Ready to Move,Resale,East
1,Flat,Freehold,1,2,Delhi,Kalkaji,5474,1,548.0453051,3000000,Ready to Move,Resale,West
3,Flat,Freehold,2,2,Ghaziabad,Dwarika 25,10507,3,494.9081565,5200000,Ready to Move,New Property,North - East
2,Flat,Freehold,2,3,Delhi,Vikaspuri Pocket DG2,10636,2,893.1929297,9500000,Ready to Move,Resale,North
3,Flat,Freehold,3,1,Faridabad,Sector 85,9127,3,1259.997809,11500000,Ready to Move,New Property,East
2,Flat,Freehold,2,2,Gurgaon,The Lilac,4434,2,2593.594948,11500000,Ready to Move,Resale,East
2,Flat,Freehold,2,3,Noida,Logix Blossom Greens,10120,2,433.7944664,4390000,Poss. by May '24,Resale,North - East
3,Flat,Freehold,3,1,Gurgaon,DLF Exclusive Floors,14000,3,1642.857143,23000000,Ready to Move,Resale,East
3,Flat,Power Of Attorney,2,2,Delhi,Sunder Vihar,5000,3,3500,17500000,Ready to Move,New Property,West
1,Flat,Freehold,1,2,Delhi,Kilokri,5819,1,515.5525004,3000000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,2,Ghaziabad,Abhay Khand 3,6038,2,1076.515402,6500000,Ready to Move,Resale,East
5,Flat,,5,1,Delhi,DDA Gaurav Apartment,8000,5,3750,30000000,Ready to Move,New Property,
2,Flat,,2,2,Delhi,Inderpuri,12667,2,252.6249309,3200000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Sushant Lok-I,26389,3,1079.995453,28500000,Ready to Move,New Property,
3,Flat,,3,NA,Gurgaon,Sushant Lok 1 Block C Gurgaon,2826,3,9907.997169,28000000,Poss. by Oct '23,Resale,
3,Flat,,3,NA,Delhi,Meera Bagh,7222,3,3115.480476,22500000,Ready to Move,Resale,
2,Flat,,2,NA,Faridabad,Advitya Homes,5312,2,504.5180723,2680000,Ready to Move,Resale,
4,Flat,,4,NA,Ghaziabad,Chander Nagar,5556,4,1529.87761,8500000,Ready to Move,Resale,
2,Flat,,2,NA,Faridabad,SRS Royal Hills,14500,2,303.4482759,4400000,Ready to Move,Resale,
1,Flat,,1,NA,Delhi,Laxmi Nagar,5625,1,444.4444444,2500000,Ready to Move,Resale,
2,Flat,,1,NA,Noida,Ratan Pearls,NA,2,NA,4500000,,Resale,
2,Flat,Freehold,2,2,Ghaziabad,Supertech Livingstone,4500,2,1000,4500000,Ready to Move,Resale,North - East
3,Flat,Leasehold,4,2,Noida,Assotech Springfields,3023,3,1984.783328,6000000,Ready to Move,Resale,East
3,Flat,Freehold,4,3,Noida,Assotech Springfields,3375,3,1985.185185,6700000,Ready to Move,Resale,North - East
2,Flat,Leasehold,2,2,Noida,Amrapali Leisure Valley,5680,2,845.0704225,4800000,Ready to Move,Resale,North - West
3,Flat,Leasehold,3,2,Noida,Godrej Woods,15210,3,1545.03616,23500000,Poss. by Oct '23,Resale,North - East
2,Flat,Leasehold,2,2,Gurgaon,Lotus Homz,9286,2,699.9784622,6500000,Ready to Move,Resale,East
3,Flat,Freehold,3,3,Gurgaon,Unitech Ivory Tower,10303,3,1650.004853,17000000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,2,Noida,ATS Greens 2,8077,3,1299.987619,10500000,Ready to Move,Resale,North - East
4,Flat,Freehold,3,3,Faridabad,Sector 22,18750,4,4000,75000000,Ready to Move,Resale,
4,Flat,Freehold,3,2,Delhi,Mayapuri,4848,4,3300.330033,16000000,Ready to Move,Resale,
4,Flat,,3,2,Gurgaon,Emaar Emrald Floors Select,10159,4,3149.91633,32000000,Ready to Move,Resale,
1,Flat,,1,1,Ghaziabad,Vaishali Sector 6,8214,1,262.9656684,2160000,Ready to Move,Resale,
